file	role	objective	bytes	sha256	encoder_params	d_model	epochs	last_logged_step	has_feat_norm	strict_load_into_AlignEncoder	description
ckpt/encoder_sas_seed1.pt	sas	sas	2613828	060374066d92fffa53f1577c763bcb1277cfbba8c3d011cce51c69c1bb85eab3	647078	128	25	31200	1	OK	Statistic-anchored pretraining (scripts/pretrain_sas.py), 120,000-window six-sample pretraining corpus. The encoder predicts the twelve alignment summary statistics of the unoccluded window from two occluded views instead of reconstructing masked pixels. One independent seed each. feat_mean/feat_var are the pretraining-stream normaliser statistics and must be used as stored, not recomputed downstream.
ckpt/encoder_sas_seed2.pt	sas	sas	2613828	f66a30107f27e7586a87851873334742623e61dcb084fead8b67646ec64d7f37	647078	128	25	31200	1	OK	Statistic-anchored pretraining (scripts/pretrain_sas.py), 120,000-window six-sample pretraining corpus. The encoder predicts the twelve alignment summary statistics of the unoccluded window from two occluded views instead of reconstructing masked pixels. One independent seed each. feat_mean/feat_var are the pretraining-stream normaliser statistics and must be used as stored, not recomputed downstream.
ckpt/encoder_sas_seed3.pt	sas	sas	2613828	2d266a60076bdcdb514c3f58dd8c25a2e1506f580565b1a07b41af8748f4a343	647078	128	25	31200	1	OK	Statistic-anchored pretraining (scripts/pretrain_sas.py), 120,000-window six-sample pretraining corpus. The encoder predicts the twelve alignment summary statistics of the unoccluded window from two occluded views instead of reconstructing masked pixels. One independent seed each. feat_mean/feat_var are the pretraining-stream normaliser statistics and must be used as stored, not recomputed downstream.
ckpt/encoder_sas_seed4.pt	sas	sas	2613828	57704a3a77f4804d81432d820dccde7285895c916ed23d27c9389854fae4226f	647078	128	25	31200	1	OK	Statistic-anchored pretraining (scripts/pretrain_sas.py), 120,000-window six-sample pretraining corpus. The encoder predicts the twelve alignment summary statistics of the unoccluded window from two occluded views instead of reconstructing masked pixels. One independent seed each. feat_mean/feat_var are the pretraining-stream normaliser statistics and must be used as stored, not recomputed downstream.
ckpt/encoder_sas_seed5.pt	sas	sas	2613828	b5570aca34a9c50bb03b5abc3b130242663857055418bbecf150a1401f8843d1	647078	128	25	31200	1	OK	Statistic-anchored pretraining (scripts/pretrain_sas.py), 120,000-window six-sample pretraining corpus. The encoder predicts the twelve alignment summary statistics of the unoccluded window from two occluded views instead of reconstructing masked pixels. One independent seed each. feat_mean/feat_var are the pretraining-stream normaliser statistics and must be used as stored, not recomputed downstream.
ckpt/encoder_sas_seed6.pt	sas	sas	2613828	49a879a45ecffb2d7033841910cc6d62377f792a1f057033945795614dfe13d0	647078	128	25	31200	1	OK	Statistic-anchored pretraining (scripts/pretrain_sas.py), 120,000-window six-sample pretraining corpus. The encoder predicts the twelve alignment summary statistics of the unoccluded window from two occluded views instead of reconstructing masked pixels. One independent seed each. feat_mean/feat_var are the pretraining-stream normaliser statistics and must be used as stored, not recomputed downstream.
ckpt/encoder_sas_seed7.pt	sas	sas	2613828	d2b814d560df1e208975fee457fd9036a0d4e4e481595b0e8e7427972396043d	647078	128	25	31200	1	OK	Statistic-anchored pretraining (scripts/pretrain_sas.py), 120,000-window six-sample pretraining corpus. The encoder predicts the twelve alignment summary statistics of the unoccluded window from two occluded views instead of reconstructing masked pixels. One independent seed each. feat_mean/feat_var are the pretraining-stream normaliser statistics and must be used as stored, not recomputed downstream.
ckpt/encoder_ssl.pt	superseded	mam_vicreg	2612718	ab68f4e3434e6dfe1dc93a348943cb941ab05c4a7d4e85ef84d972ab30fd98ed	647078	128	25	20800	0	OK	First MAM+VICReg pretraining run (single seed, 2026-07-14), 80,000-window two-sample pretraining corpus (superseded). Retained for provenance only; no reported number uses it.
ckpt/encoder_ssl_seed0.pt	main	mam_vicreg	2613174	2da83602d4b1be915d98eb86ea0f1782035fc0b9dac9de85e6423b6b7a72177c	647078	128	25	31200	0	OK	Masked-alignment modelling (MAM) + VICReg pretraining, one independent seed, 120,000-window six-sample pretraining corpus. These are the encoders behind every reported pretrained arm (Sections 4.1, 4.8, 4.10, 6.x); each fine-tuning seed loads its own encoder, so error bars span pretraining variance.
ckpt/encoder_ssl_seed1.pt	main	mam_vicreg	2613174	eb26e157e0933ae02be6476e6a8a53baad673f17a16458d5650cf8931df0214a	647078	128	25	31200	0	OK	Masked-alignment modelling (MAM) + VICReg pretraining, one independent seed, 120,000-window six-sample pretraining corpus. These are the encoders behind every reported pretrained arm (Sections 4.1, 4.8, 4.10, 6.x); each fine-tuning seed loads its own encoder, so error bars span pretraining variance.
ckpt/encoder_ssl_seed2.pt	main	mam_vicreg	2613174	5fdabbaf248477f67ec959438020b0a7c9874ee90efc66b4e2cd2269aa706f04	647078	128	25	31200	0	OK	Masked-alignment modelling (MAM) + VICReg pretraining, one independent seed, 120,000-window six-sample pretraining corpus. These are the encoders behind every reported pretrained arm (Sections 4.1, 4.8, 4.10, 6.x); each fine-tuning seed loads its own encoder, so error bars span pretraining variance.
ckpt/encoder_ssl_seed3.pt	main	mam_vicreg	2613174	f49e05c93fa7834a6d765b42d531bdf2f6abf768148f7f197093d8ecc1ae6d35	647078	128	25	31200	0	OK	Masked-alignment modelling (MAM) + VICReg pretraining, one independent seed, 120,000-window six-sample pretraining corpus. These are the encoders behind every reported pretrained arm (Sections 4.1, 4.8, 4.10, 6.x); each fine-tuning seed loads its own encoder, so error bars span pretraining variance.
